Title,ReleaseYear,Certificate,Runtime,Genres,Description,IMDBRating,Metascore,Votes,GrossRevenue,genre_pull
The Mummy,(2017),PG-13,110 min,"
Action, Adventure, Fantasy            ","
An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.","

5.4
","
34        
        Metascore
            ","182,936",$80.10M,fantasy
Goosebumps,(2015),PG,103 min,"
Adventure, Comedy, Fantasy            ","
A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.","

6.3
","
60        
        Metascore
            ","86,955",$80.08M,fantasy
The Golden Child,(1986),PG-13,94 min,"
Action, Adventure, Comedy            ","
A private detective specializing in missing children is charged with the task of finding a special child whom dark forces want to eliminate.","

5.9
","
37        
        Metascore
            ","55,596",$79.82M,fantasy
Dark Shadows,(2012),PG-13,113 min,"
Comedy, Fantasy, Horror            ","
An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection.","

6.2
","
55        
        Metascore
            ","261,433",$79.73M,fantasy
Pixels,(2015),PG-13,105 min,"
Action, Comedy, Fantasy            ","
When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.","

5.6
","
27        
        Metascore
            ","140,535",$78.75M,fantasy
City of Angels,(1998),PG-13,114 min,"
Drama, Fantasy, Romance            ","
An angel on Earth, a doctor unable to believe, a patient with a secret, a love story made in Heaven.","

6.7
","
54        
        Metascore
            ","119,003",$78.69M,fantasy
Where the Wild Things Are,(2009),PG,101 min,"
Adventure, Drama, Family            ","
Yearning for escape and adventure, a young boy runs away from home and sails to an island filled with creatures that take him in as their king.","

6.7
","
71        
        Metascore
            ","104,087",$77.23M,fantasy
Dolittle,(2020),PG,101 min,"
Adventure, Comedy, Family            ","
A physician who can talk to animals embarks on an adventure to find a legendary island with a young apprentice and a crew of strange pets.","

5.6
","
26        
        Metascore
            ","61,172",$77.05M,fantasy
Alice Through the Looking Glass,(2016),PG,113 min,"
Adventure, Family, Fantasy            ","
Alice is appointed to save her beloved Mad Hatter from deadly grief by travelling back to the past, but this means fatally harming Time himself, the noble clockwork man with the device needed to save the Hatter's family from the Red Queen.","

6.2
","
34        
        Metascore
            ","104,010",$77.04M,fantasy
Fantasia,(1940),G,125 min,"
Animation, Family, Fantasy            ","
A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred.","

7.7
","
96        
        Metascore
            ","94,117",$76.41M,fantasy
Paddington,(2014),PG,95 min,"
Adventure, Comedy, Family            ","
A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.","

7.3
","
77        
        Metascore
            ","110,329",$76.27M,fantasy
Pete's Dragon,(2016),PG,102 min,"
Action, Adventure, Comedy            ","
The adventures of an orphaned boy named Pete and his best friend Elliott, who happens to be a dragon.","

6.7
","
71        
        Metascore
            ","57,554",$76.23M,fantasy
Constantine,(2005),R,121 min,"
Action, Fantasy, Horror            ","
Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister's death was not a suicide, but something more.","

7.0
","
50        
        Metascore
            ","332,818",$75.98M,fantasy
The Haunted Mansion,(2003),PG,88 min,"
Comedy, Family, Fantasy            ","
A realtor and his wife and children are summoned to a mansion, which they soon discover is haunted, and while they attempt to escape, he learns an important lesson about the family he has neglected.","

5.1
","
34        
        Metascore
            ","47,917",$75.85M,fantasy
The Family Man,(2000),PG-13,125 min,"
Comedy, Drama, Fantasy            ","
A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.","

6.8
","
42        
        Metascore
            ","109,198",$75.79M,fantasy
Hellboy II: The Golden Army,(2008),PG-13,120 min,"
Action, Adventure, Fantasy            ","
A prince of the mythical world starts a rebellion against humanity in order to rule the Earth. Hellboy and his team must fight to stop him from locating the all-powerful Golden Army.","

7.0
","
78        
        Metascore
            ","266,875",$75.75M,fantasy
Garfield,(2004),PG,80 min,"
Animation, Adventure, Comedy            ","
Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.","

5.0
","
27        
        Metascore
            ","84,835",$75.37M,fantasy
Coraline,(2009),PG,100 min,"
Animation, Drama, Family            ","
An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.","

7.7
","
80        
        Metascore
            ","217,158",$75.29M,fantasy
Star Wars: Episode VII - The Force Awakens,(2015),PG-13,138 min,"
Action, Adventure, Sci-Fi            ","
As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.","

7.9
","
80        
        Metascore
            ","904,089",$936.66M,action
Avengers: Endgame,(2019),PG-13,181 min,"
Action, Adventure, Drama            ","
After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","

8.4
","
78        
        Metascore
            ","1,028,868",$858.37M,action
Avatar,(2009),PG-13,162 min,"
Action, Adventure, Fantasy            ","
A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.","

7.9
","
83        
        Metascore
            ","1,184,717",$760.51M,action
Black Panther,(2018),PG-13,134 min,"
Action, Adventure, Sci-Fi            ","
T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.","

7.3
","
88        
        Metascore
            ","712,655",$700.06M,action
Avengers: Infinity War,(2018),PG-13,149 min,"
Action, Adventure, Sci-Fi            ","
The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.","

8.5
","
68        
        Metascore
            ","994,626",$678.82M,action
Jurassic World,(2015),PG-13,124 min,"
Action, Adventure, Sci-Fi            ","
A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.","

7.0
","
59        
        Metascore
            ","616,267",$652.27M,action
The Avengers,(2012),PG-13,143 min,"
Action, Adventure, Sci-Fi            ","
Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.","

8.1
","
69        
        Metascore
            ","1,345,083",$623.28M,action
Star Wars: Episode VIII - The Last Jedi,(2017),PG-13,152 min,"
Action, Adventure, Fantasy            ","
The Star Wars saga continues as new heroes and galactic legends go on an epic adventure, unlocking mysteries of the Force and shocking revelations of the past.","

6.9
","
84        
        Metascore
            ","607,013",$620.18M,action
Incredibles 2,(2018),PG,118 min,"
Animation, Action, Adventure            ","
The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.","

7.6
","
80        
        Metascore
            ","281,818",$608.58M,action
The Dark Knight,(2008),PG-13,152 min,"
Action, Crime, Drama            ","
When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.","

9.1
","
84        
        Metascore
            ","2,525,207",$534.86M,action
Rogue One: A Star Wars Story,(2016),PG-13,133 min,"
Action, Adventure, Sci-Fi            ","
In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.","

7.8
","
65        
        Metascore
            ","600,366",$532.18M,action
Star Wars: The Rise Of Skywalker,(2019),PG-13,141 min,"
Action, Adventure, Fantasy            ","
In the riveting conclusion of the landmark Skywalker saga, new legends will be born-and the final battle for freedom is yet to come.","

6.5
","
53        
        Metascore
            ","424,281",$515.20M,action
Star Wars: Episode I - The Phantom Menace,(1999),PG,136 min,"
Action, Adventure, Fantasy            ","
Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their original glory.","

6.5
","
51        
        Metascore
            ","775,183",$474.54M,action
