Title,Release Year,Certificate,Genres,IMDB Rating,Votes,Gross Revenue,genre_pull
The Fate of the Furious,(2017),PG-13,"
Action, Crime, Thriller            ","

6.6
","224,833",$226.01M,action
Shang-Chi and the Legend of the Ten Rings,(2021),PG-13,"
Action, Adventure, Fantasy            ","

7.5
","331,456",$224.54M,action
Big Hero 6,(2014),PG,"
Animation, Action, Adventure            ","

7.8
","443,130",$222.53M,action
Mission: Impossible - Fallout,(2018),PG-13,"
Action, Adventure, Thriller            ","

7.7
","317,764",$220.16M,action
National Treasure: Book of Secrets,(2007),PG,"
Action, Adventure, Mystery            ","

6.5
","231,161",$219.96M,action
King Kong,(2005),PG-13,"
Action, Adventure, Drama            ","

7.2
","413,750",$218.08M,action
How to Train Your Dragon,(2010),PG,"
Animation, Action, Adventure            ","

8.1
","712,391",$217.58M,action
Ant-Man and the Wasp,(2018),PG-13,"
Action, Adventure, Comedy            ","

7.0
","370,920",$216.65M,action
Kung Fu Panda,(2008),PG,"
Animation, Action, Adventure            ","

7.6
","450,914",$215.43M,action
Mission: Impossible II,(2000),PG-13,"
Action, Adventure, Thriller            ","

6.1
","332,182",$215.41M,action
X2: X-Men United,(2003),PG-13,"
Action, Sci-Fi, Thriller            ","

7.4
","536,925",$214.95M,action
Solo: A Star Wars Story,(2018),PG-13,"
Action, Adventure, Sci-Fi            ","

6.9
","326,458",$213.77M,action
Venom,(2018),PG-13,"
Action, Adventure, Sci-Fi            ","

6.7
","456,968",$213.52M,action
Austin Powers in Goldmember,(2002),PG-13,"
Action, Adventure, Comedy            ","

6.2
","205,695",$213.31M,action
Venom: Let There Be Carnage,(2021),PG-13,"
Action, Adventure, Sci-Fi            ","

6.0
","180,184",$212.53M,action
300,(2006),R,"
Action, Drama            ","

7.6
","791,579",$210.61M,action
Fast Five,(2011),PG-13,"
Action, Crime, Thriller            ","

7.3
","373,019",$209.84M,action
Mission: Impossible - Ghost Protocol,(2011),PG-13,"
Action, Adventure, Thriller            ","

7.4
","478,026",$209.40M,action
Sherlock Holmes,(2009),PG-13,"
Action, Adventure, Mystery            ","

7.6
","615,651",$209.03M,action
Dawn of the Planet of the Apes,(2014),PG-13,"
Action, Adventure, Drama            ","

7.6
","430,611",$208.55M,action
Batman Begins,(2005),PG-13,"
Action, Crime, Drama            ","

8.3
","1,401,987",$206.85M,action
Thor: The Dark World,(2013),PG-13,"
Action, Adventure, Fantasy            ","

6.8
","650,860",$206.36M,action
Bad Boys for Life,(2020),R,"
Action, Comedy, Crime            ","

6.5
","153,088",$206.31M,action
Austin Powers: The Spy Who Shagged Me,(1999),PG-13,"
Action, Adventure, Comedy            ","

6.6
","228,308",$206.04M,action
Terminator 2: Judgment Day,(1991),R,"
Action, Sci-Fi            ","

8.6
","1,059,225",$204.84M,action
The Amazing Spider-Man 2,(2014),PG-13,"
Action, Adventure, Sci-Fi            ","

6.6
","475,986",$202.85M,action
World War Z,(2013),PG-13,"
Action, Adventure, Horror            ","

7.0
","642,393",$202.36M,action
The Mummy Returns,(2001),PG-13,"
Action, Adventure, Fantasy            ","

6.4
","316,647",$202.02M,action
Armageddon,(1998),PG-13,"
Action, Adventure, Sci-Fi            ","

6.7
","416,096",$201.57M,action
Godzilla,(2014),PG-13,"
Action, Adventure, Sci-Fi            ","

6.4
","404,975",$200.68M,action
Superman Returns,(2006),PG-13,"
Action, Adventure, Sci-Fi            ","

6.1
","279,800",$200.08M,action
Spectre,(I) (2015),PG-13,"
Action, Adventure, Thriller            ","

6.8
","428,095",$200.07M,action
Pearl Harbor,(2001),PG-13,"
Action, Drama, History            ","

6.2
","325,923",$198.54M,action
Monsters vs. Aliens,(2009),PG,"
Animation, Action, Adventure            ","

6.5
","157,690",$198.35M,action
Indiana Jones and the Last Crusade,(1989),PG-13,"
Action, Adventure            ","

8.3
","732,791",$197.17M,action
Mission: Impossible - Rogue Nation,(2015),PG-13,"
Action, Adventure, Thriller            ","

7.4
","361,967",$195.04M,action
22 Jump Street,(2014),R,"
Action, Comedy, Crime            ","

7.0
","366,695",$191.72M,action
Teenage Mutant Ninja Turtles,(2014),PG-13,"
Action, Adventure, Comedy            ","

5.8
","208,064",$191.20M,action
Men in Black II,(2002),PG-13,"
Action, Adventure, Comedy            ","

6.1
","364,305",$190.42M,action
Spider-Man: Into the Spider-Verse,(2018),PG,"
Animation, Action, Adventure            ","

8.4
","475,429",$190.24M,action
Dunkirk,(2017),PG-13,"
Action, Drama, History            ","

7.8
","621,805",$188.37M,action
Gladiator,(2000),R,"
Action, Adventure, Drama            ","

8.5
","1,440,110",$187.71M,action
Sherlock Holmes: A Game of Shadows,(2011),PG-13,"
Action, Adventure, Mystery            ","

7.4
","442,842",$186.85M,action
The Day After Tomorrow,(2004),PG-13,"
Action, Adventure, Sci-Fi            ","

6.4
","437,899",$186.74M,action
Mr. & Mrs. Smith,(2005),PG-13,"
Action, Comedy, Crime            ","

6.5
","479,645",$186.34M,action
Batman Forever,(1995),PG-13,"
Action, Adventure            ","

5.4
","246,532",$184.03M,action
The Fugitive,(1993),PG-13,"
Action, Crime, Drama            ","

7.8
","286,167",$183.88M,action
Black Widow,(2021),PG-13,"
Action, Adventure, Sci-Fi            ","

6.7
","339,706",$183.65M,action
The Revenant,(2015),R,"
Action, Adventure, Drama            ","

8.0
","769,665",$183.64M,action
The Perfect Storm,(2000),PG-13,"
Action, Adventure, Drama            ","

6.4
","164,737",$182.62M,action
Jurassic Park III,(2001),PG-13,"
Action, Adventure, Sci-Fi            ","

5.9
","310,905",$181.17M,action
Thor,(2011),PG-13,"
Action, Adventure, Fantasy            ","

7.0
","809,352",$181.03M,action
Mission: Impossible,(1996),PG-13,"
Action, Adventure, Thriller            ","

7.1
","411,345",$180.98M,action
Ant-Man,(2015),PG-13,"
Action, Adventure, Comedy            ","

7.3
","633,353",$180.20M,action
Planet of the Apes,(2001),PG-13,"
Action, Adventure, Sci-Fi            ","

5.7
","217,158",$180.01M,action
X-Men Origins: Wolverine,(2009),PG-13,"
Action, Sci-Fi            ","

6.6
","491,833",$179.88M,action
Indiana Jones and the Temple of Doom,(1984),PG,"
Action, Adventure            ","

7.5
","474,675",$179.87M,action
Top Gun,(1986),PG,"
Action, Drama            ","

6.9
","319,850",$179.80M,action
Men in Black 3,(2012),PG-13,"
Action, Adventure, Comedy            ","

6.8
","353,363",$179.02M,action
How to Train Your Dragon 2,(2014),PG,"
Animation, Action, Adventure            ","

7.8
","324,555",$177.00M,action
Rise of the Planet of the Apes,(2011),PG-13,"
Action, Drama, Sci-Fi            ","

7.6
","516,516",$176.76M,action
Captain America: The First Avenger,(2011),PG-13,"
Action, Adventure, Sci-Fi            ","

6.9
","810,418",$176.65M,action
The Karate Kid,(2010),PG,"
Action, Drama, Family            ","

6.2
","176,723",$176.59M,action
The Bourne Supremacy,(2004),PG-13,"
Action, Mystery, Thriller            ","

7.7
","454,602",$176.24M,action
The Lego Batman Movie,(2017),PG,"
Animation, Action, Adventure            ","

7.3
","142,710",$175.75M,action
Crocodile Dundee,(1986),PG-13,"
Action, Adventure, Comedy            ","

6.6
","102,584",$174.64M,action
Fast & Furious Presents: Hobbs & Shaw,(2019),PG-13,"
Action, Adventure, Thriller            ","

6.5
","202,980",$173.96M,action
F9: The Fast Saga,(2021),PG-13,"
Action, Crime, Thriller            ","

5.2
","115,700",$173.20M,action
National Treasure,(2004),PG,"
Action, Adventure, Mystery            ","

6.9
","322,617",$173.01M,action
Air Force One,(1997),R,"
Action, Drama, Thriller            ","

6.5
","191,726",$172.96M,action
Pirates of the Caribbean: Dead Men Tell No Tales,(2017),PG-13,"
Action, Adventure, Fantasy            ","

6.6
","291,570",$172.56M,action
TRON: Legacy,(2010),PG,"
Action, Adventure, Sci-Fi            ","

6.8
","328,768",$172.06M,action
The Matrix,(1999),R,"
Action, Sci-Fi            ","

8.7
","1,842,258",$171.48M,action
John Wick: Chapter 3 - Parabellum,(2019),R,"
Action, Crime, Thriller            ","

7.4
","321,714",$171.02M,action
Quantum of Solace,(2008),PG-13,"
Action, Adventure, Thriller            ","

6.6
","438,573",$168.37M,action
Wild Hogs,(2007),PG-13,"
Action, Adventure, Comedy            ","

5.9
","117,531",$168.27M,action
Kong: Skull Island,(2017),PG-13,"
Action, Adventure, Fantasy            ","

6.7
","307,440",$168.05M,action
Casino Royale,(2006),PG-13,"
Action, Adventure, Thriller            ","

8.0
","639,582",$167.45M,action
2012,(I) (2009),PG-13,"
Action, Adventure, Sci-Fi            ","

5.8
","370,118",$166.11M,action
Robin Hood: Prince of Thieves,(1991),PG-13,"
Action, Adventure, Drama            ","

6.9
","189,700",$165.50M,action
Kung Fu Panda 2,(2011),PG,"
Animation, Action, Adventure            ","

7.2
","273,684",$165.25M,action
Eternals,(2021),PG-13,"
Action, Adventure, Fantasy            ","

6.4
","269,043",$164.87M,action
Clash of the Titans,(2010),PG-13,"
Action, Adventure, Fantasy            ","

5.8
","279,139",$163.21M,action
Batman Returns,(1992),PG-13,"
Action, Crime, Fantasy            ","

7.1
","294,318",$162.83M,action
Jason Bourne,(I) (2016),PG-13,"
Action, Thriller            ","

6.6
","222,014",$162.43M,action
Die Another Day,(2002),PG-13,"
Action, Adventure, Thriller            ","

6.1
","216,148",$160.94M,action
No Time to Die,(2021),PG-13,"
Action, Adventure, Thriller            ","

7.3
","323,591",$160.87M,action
How to Train Your Dragon: The Hidden World,(2019),PG,"
Animation, Action, Adventure            ","

7.4
","120,909",$160.80M,action
The Heat,(I) (2013),R,"
Action, Comedy, Crime            ","

6.6
","169,272",$159.58M,action
1917,(2019),R,"
Action, Drama, War            ","

8.3
","536,556",$159.23M,action
Star Trek Beyond,(2016),PG-13,"
Action, Adventure, Sci-Fi            ","

7.0
","241,222",$158.85M,action
X-Men,(2000),PG-13,"
Action, Adventure, Sci-Fi            ","

7.4
","599,487",$157.30M,action
X-Men: Apocalypse,(2016),PG-13,"
Action, Adventure, Sci-Fi            ","

6.9
","420,076",$155.44M,action
Snow White and the Huntsman,(2012),PG-13,"
Action, Adventure, Drama            ","

6.1
","284,722",$155.33M,action
The Mummy,(1999),PG-13,"
Action, Adventure, Fantasy            ","

7.1
","416,202",$155.25M,action
San Andreas,(2015),PG-13,"
Action, Adventure, Thriller            ","

6.1
","230,417",$155.19M,action
Fast & Furious,(2009),PG-13,"
Action, Crime, Thriller            ","

6.6
","280,368",$155.06M,action
Fantastic Four,(I) (2005),PG-13,"
Action, Adventure, Fantasy            ","

5.7
","323,743",$154.70M,action
Mad Max: Fury Road,(2015),R,"
Action, Adventure, Sci-Fi            ","

8.1
","957,879",$154.06M,action
Beverly Hills Cop II,(1987),R,"
Action, Comedy, Crime            ","

6.5
","116,929",$153.67M,action
G.I. Joe: The Rise of Cobra,(2009),PG-13,"
Action, Adventure, Sci-Fi            ","

5.7
","206,790",$152.27M,action
Divergent,(2014),PG-13,"
Action, Adventure, Mystery            ","

6.7
","448,411",$150.95M,action
Rambo: First Blood Part II,(1985),R,"
Action, Adventure, Thriller            ","

6.5
","164,776",$150.42M,action
Terminator 3: Rise of the Machines,(2003),R,"
Action, Sci-Fi            ","

6.3
","392,098",$150.37M,action
Sonic the Hedgehog,(2020),PG,"
Action, Adventure, Comedy            ","

6.5
","115,551",$148.97M,action
Megamind,(2010),PG,"
Animation, Action, Comedy            ","

7.3
","249,526",$148.42M,action
Lethal Weapon 2,(1989),R,"
Action, Crime, Thriller            ","

7.3
","172,015",$147.25M,action
War for the Planet of the Apes,(2017),PG-13,"
Action, Adventure, Drama            ","

7.4
","246,836",$146.88M,action
X: First Class,(2011),PG-13,"
Action, Adventure, Sci-Fi            ","

7.7
","675,248",$146.41M,action
True Lies,(1994),R,"
Action, Comedy, Thriller            ","

7.3
","252,157",$146.28M,action
Taken,(I) (2008),PG-13,"
Action, Crime, Thriller            ","

7.8
","590,196",$145.00M,action
"I, Robot",(2004),PG-13,"
Action, Mystery, Sci-Fi            ","

7.1
","526,118",$144.80M,action
Lethal Weapon 3,(1992),R,"
Action, Crime, Thriller            ","

6.7
","165,327",$144.73M,action
The Fast and the Furious,(2001),PG-13,"
Action, Crime, Thriller            ","

6.8
","375,172",$144.53M,action
Pokémon Detective Pikachu,(2019),PG,"
Action, Adventure, Comedy            ","

6.6
","155,132",$144.11M,action
Kung Fu Panda 3,(2016),PG,"
Animation, Action, Adventure            ","

7.1
","150,406",$143.53M,action
The Meg,(2018),PG-13,"
Action, Horror, Sci-Fi            ","

5.6
","165,486",$143.01M,action
xXx,(2002),PG-13,"
Action, Adventure, Thriller            ","

5.8
","178,257",$142.11M,action
The Chronicles of Narnia: Prince Caspian,(2008),PG,"
Action, Adventure, Family            ","

6.5
","205,990",$141.62M,action
Rush Hour,(1998),PG-13,"
Action, Comedy, Crime            ","

7.0
","258,715",$141.15M,action
Deep Impact,(1998),PG-13,"
Action, Drama, Sci-Fi            ","

6.2
","175,060",$140.46M,action
Shazam!,(2019),PG-13,"
Action, Adventure, Comedy            ","

7.0
","311,779",$140.37M,action
Ocean's Eight,(2018),PG-13,"
Action, Comedy, Crime            ","

6.3
","209,577",$140.22M,action
Rush Hour 3,(2007),PG-13,"
Action, Comedy, Crime            ","

6.2
","163,528",$140.13M,action
Taken 2,(2012),PG-13,"
Action, Crime, Thriller            ","

6.2
","302,046",$139.85M,action
The Matrix Revolutions,(2003),R,"
Action, Sci-Fi            ","

6.7
","501,215",$139.31M,action
Bad Boys II,(2003),R,"
Action, Comedy, Crime            ","

6.6
","245,019",$138.61M,action
21 Jump Street,(2012),R,"
Action, Comedy, Crime            ","

7.2
","542,184",$138.45M,action
Ready Player One,(2018),PG-13,"
Action, Adventure, Sci-Fi            ","

7.4
","415,633",$137.69M,action
Ransom,(1996),R,"
Action, Crime, Thriller            ","

6.7
","125,717",$136.49M,action
Godzilla,(I) (1998),PG-13,"
Action, Sci-Fi, Thriller            ","

5.4
","190,837",$136.31M,action
Teenage Mutant Ninja Turtles,(1990),PG,"
Action, Adventure, Comedy            ","

6.8
","91,942",$135.27M,action
Ride Along,(2014),PG-13,"
Action, Comedy, Crime            ","

6.1
","111,469",$134.94M,action
Live Free or Die Hard,(2007),PG-13,"
Action, Thriller            ","

7.1
","401,331",$134.53M,action
The Incredible Hulk,(2008),PG-13,"
Action, Adventure, Sci-Fi            ","

6.7
","471,644",$134.52M,action
Wanted,(2008),R,"
Action, Crime, Thriller            ","

6.7
","380,473",$134.51M,action
Superman,(1978),PG,"
Action, Adventure, Sci-Fi            ","

7.4
","170,459",$134.22M,action
The Rock,(1996),R,"
Action, Adventure, Thriller            ","

7.4
","330,015",$134.07M,action
Mission: Impossible III,(2006),PG-13,"
Action, Adventure, Thriller            ","

6.9
","347,253",$134.03M,action
Angels & Demons,(2009),PG-13,"
Action, Mystery, Thriller            ","

6.7
","287,456",$133.38M,action
The Wolverine,(2013),PG-13,"
Action, Sci-Fi            ","

6.7
","453,387",$132.56M,action
Hulk,(2003),PG-13,"
Action, Sci-Fi            ","

5.6
","263,173",$132.18M,action
Minority Report,(2002),PG-13,"
Action, Crime, Mystery            ","

7.7
","536,786",$132.07M,action
Fantastic Four: Rise of the Silver Surfer,(2007),PG,"
Action, Adventure, Fantasy            ","

5.6
","260,823",$131.92M,action
The Last Airbender,(2010),PG,"
Action, Adventure, Family            ","

4.0
","160,859",$131.56M,action
Lara Croft: Tomb Raider,(2001),PG-13,"
Action, Adventure, Fantasy            ","

5.7
","206,664",$131.14M,action
Lethal Weapon 4,(1998),R,"
Action, Crime, Thriller            ","

6.6
","160,563",$130.44M,action
Get Smart,(2008),PG-13,"
Action, Adventure, Comedy            ","

6.5
","214,114",$130.32M,action
The Divergent Series: Insurgent,(2015),PG-13,"
Action, Adventure, Sci-Fi            ","

6.2
","231,636",$130.18M,action
Transformers: The Last Knight,(2017),PG-13,"
Action, Adventure, Sci-Fi            ","

5.2
","146,785",$130.17M,action
Ghostbusters: Answer the Call,(2016),PG-13,"
Action, Comedy, Fantasy            ","

6.9
","224,823",$128.34M,action
Kingsman: The Secret Service,(2014),R,"
Action, Adventure, Comedy            ","

7.7
","644,070",$128.26M,action
"Crouching Tiger, Hidden Dragon",(2000),PG-13,"
Action, Adventure, Drama            ","

7.9
","264,300",$128.08M,action
Central Intelligence,(2016),PG-13,"
Action, Comedy, Crime            ","

6.3
","181,102",$127.44M,action
Bumblebee,(I) (2018),PG-13,"
Action, Adventure, Sci-Fi            ","

6.7
","157,227",$127.20M,action
2 Fast 2 Furious,(2003),PG-13,"
Action, Crime, Thriller            ","

5.9
","267,878",$127.15M,action
The Lion King,(2019),PG,"
Animation, Adventure, Drama            ","

6.9
","234,712",$543.64M,musical
Beauty and the Beast,(I) (2017),PG,"
Adventure, Family, Fantasy            ","

7.1
","297,985",$504.01M,musical
Frozen II,(2019),PG,"
Animation, Adventure, Comedy            ","

6.8
","161,827",$477.37M,musical
The Lion King,(1994),G,"
Animation, Adventure, Drama            ","

8.5
","1,013,461",$422.78M,musical
Frozen,(I) (2013),PG,"
Animation, Adventure, Comedy            ","

7.5
","606,597",$400.74M,musical
Aladdin,(2019),PG,"
Adventure, Comedy, Family            ","

6.9
","254,360",$355.56M,musical
The Grinch,(2018),PG,"
Animation, Adventure, Comedy            ","

6.3
","67,342",$270.62M,musical
Sing,(2016),PG,"
Animation, Comedy, Family            ","

7.1
","159,044",$270.40M,musical
Moana,(I) (2016),PG,"
Animation, Adventure, Comedy            ","

7.6
","314,668",$248.76M,musical
Alvin and the Chipmunks: The Squeakquel,(2009),PG,"
Animation, Adventure, Comedy            ","

4.5
","47,756",$219.61M,musical
Beauty and the Beast,(1991),G,"
Animation, Family, Fantasy            ","

8.1
","436,632",$218.97M,musical
Aladdin,(1992),G,"
Animation, Adventure, Comedy            ","

8.1
","396,569",$217.35M,musical
Alvin and the Chipmunks,(2007),PG,"
Animation, Adventure, Comedy            ","

5.2
","83,164",$217.33M,musical
The Lorax,(2012),PG,"
Animation, Adventure, Comedy            ","

6.4
","108,536",$214.03M,musical
Charlie and the Chocolate Factory,(2005),PG,"
Adventure, Comedy, Family            ","

6.7
","461,310",$206.46M,musical
Tangled,(2010),PG,"
Animation, Adventure, Comedy            ","

7.8
","435,787",$200.82M,musical
